"2022 American League Pitcher Review
← 2021 | 2022 Pitching Statistics League Leaders | 2023 →"
Statistic,Name,Team,#,Top 25
Complete Games,Framber Valdez,Houston Astros,3,Top 25
ERA,Justin Verlander,Houston Astros,1.75,Top 25
Games,Adam Cimber,Toronto Blue Jays,77,Top 25
Emmanuel Clase,Cleveland Guardians,77
Saves,Emmanuel Clase,Cleveland Guardians,42,Top 25
Shutouts,Dylan Cease,Chicago White Sox,1,Top 25
Nestor Cortes,New York Yankees,1
Reid Detmers,Los Angeles Angels,1
Nathan Eovaldi,Boston Red Sox,1
Dean Kremer,Baltimore Orioles,1
Martín Pérez,Texas Rangers,1
Patrick Sandoval,Los Angeles Angels,1
Framber Valdez,Houston Astros,1
Michael Wacha,Boston Red Sox,1
Strikeouts,Corbin Burnes,Milwaukee Brewers,243,Top 25
Winning Percentage,Justin Verlander,Houston Astros,.818,Top 25
Wins,Justin Verlander,Houston Astros,18,Top 25
Statistic,Name,Team,#,Top 25
2022 A.L. History | 2022 N.L. History | Year-by-Year History
