"2016 American League Pitcher Review
← 2015 | 2016 Pitching Statistics League Leaders | 2017 →"
Statistic,Name,Team,#,Top 25
Complete Games,Chris Sale,Chicago,6,Top 25
ERA,Aaron Sanchez,Toronto,3.00,Top 25
Games,Bryan Shaw,Cleveland,75,Top 25
Saves,Zach Britton,Baltimore,47,Top 25
Shutouts,Corey Kluber,Cleveland,2,Top 25
Strikeouts,Justin Verlander,Detroit,254,Top 25
Winning Percentage,Aaron Sanchez,Toronto,.882,Top 25
Wins,Rick Porcello,Boston,22,Top 25
Statistic,Name,Team,#,Top 25
