"2015 American League Pitcher Review
← 2014 | 2015 Pitching Statistics League Leaders | 2016 →"
Statistic,Name,Team,#,Top 25
Complete Games,Mark Buehrle,Toronto,4,Top 25
Corey Kluber,Cleveland,4
ERA,David Price,Detroit,2.45,Top 25
Toronto
Games,Kevin Jepsen,Tampa Bay,75,Top 25
Minnesota
Saves,Brad Boxberger,Tampa Bay,41,Top 25
Shutouts,Sonny Gray,Oakland,2,Top 25
Felix Hernandez,Seattle,2
Dallas Keuchel,Houston,2
Mike Montgomery,Seattle,2
Jeff Samardzija,Chicago,2
Strikeouts,Chris Sale,Chicago,274,Top 25
Winning Percentage,David Price,Detroit,.783,Top 25
Toronto
Wins,Dallas Keuchel,Houston,20,Top 25
Statistic,Name,Team,#,Top 25
